BLZ;BIC;Institut;HBCI-Version;PIN/TAN-Zugang URL
20069111;GENODEF1NDR;Norderstedter Bank eG;300;https://hbci-pintan.gad.de/cgi-bin/hbciservlet
20069125;GENODEF1KLK;Raiffeisenbank Kaltenkirchen eG;300;https://hbci-pintan.gad.de/cgi-bin/hbciservlet
20069130;GENODEF1BBR;Raiffeisen- und Volksbank Bad Bramstedt eG;300;https://hbci-pintan.gad.de/cgi-bin/hbciservlet
20069144;GENODEF1SST;Raiffeisenbank Seestermühe eG;300;https://hbci-pintan.gad.de/cgi-bin/hbciservlet
20069177;GENODEF1GRS;Raiffeisenbank Südstormarn eG;300;https://hbci-pintan.gad.de/cgi-bin/hbciservlet
20069232;GENODEF1STV;Raiffeisenbank Struvenhütten eG;300;https://hbci-pintan.gad.de/cgi-bin/hbciservlet
20069641;GENODEF1OWS;Raiffeisenbank Owschlag eG;300;https://hbci-pintan.gad.de/cgi-bin/hbciservlet
20069782;GENODEF1APE;Volksbank Geest eG;300;https://hbci-pintan.gad.de/cgi-bin/hbciservlet
20069786;GENODEF1DRO;Volksbank Kehdingen eG;300;https://hbci-pintan.gad.de/cgi-bin/hbciservlet
20069800;GENODEF1HAA;Spar- und Kreditbank eG;300;https://hbci-pintan.gad.de/cgi-bin/hbciservlet
20069812;GENODEF1FRB;Volksbank eG Fredenbeck-Oldendorf;300;https://hbci-pintan.gad.de/cgi-bin/hbciservlet
20069815;GENODEF1815;Volksbank Oldendorf eG;300;https://hbci-pintan.gad.de/cgi-bin/hbciservlet
20069861;GENODEF1RRZ;Raiffeisenbank Ratzeburg eG;300;https://hbci-pintan.gad.de/cgi-bin/hbciservlet
20069882;GENODEF1RLT;Raiffeisenbank Travemünde eG;300;https://hbci-pintan.gad.de/cgi-bin/hbciservlet
20069965;GENODEF1WIM;Volksbank Winsener Marsch eG;300;https://hbci-pintan.gad.de/cgi-bin/hbciservlet
20069989;GENODEF1WUL;Volksbank Wulfsen eG;300;https://hbci-pintan.gad.de/cgi-bin/hbciservlet
20070000;DEUTDEHHXXX;Deutsche Bank;300;https://fints.deutsche-bank.de/
20070000;DEUTDEHHXXX;Deutsche Bank;300;https://fints.deutsche-bank.de/
20070000;DEUTDEHHXXX;Deutsche Bank;300;https://fints.deutsche-bank.de/
20070000;DEUTDEHHXXX;Deutsche Bank;300;https://fints.deutsche-bank.de/
20070000;DEUTDEHHXXX;Deutsche Bank;300;https://fints.deutsche-bank.de/
20070000;DEUTDEHHXXX;Deutsche Bank;300;https://fints.deutsche-bank.de/
20070000;DEUTDEHHXXX;Deutsche Bank;300;https://fints.deutsche-bank.de/
20070000;DEUTDEHHXXX;Deutsche Bank;300;https://fints.deutsche-bank.de/
20070000;DEUTDEHHXXX;Deutsche Bank;300;https://fints.deutsche-bank.de/
20070000;DEUTDEHHXXX;Deutsche Bank;300;https://fints.deutsche-bank.de/
20070000;DEUTDEHHXXX;Deutsche Bank;300;https://fints.deutsche-bank.de/
20070000;DEUTDEHHXXX;Deutsche Bank;300;https://fints.deutsche-bank.de/
20070000;DEUTDEHHXXX;Deutsche Bank;300;https://fints.deutsche-bank.de/
20070000;DEUTDEHHXXX;Deutsche Bank;300;https://fints.deutsche-bank.de/
20070000;DEUTDEHHXXX;Deutsche Bank;300;https://fints.deutsche-bank.de/
20070024;DEUTDEDBHAM;Deutsche Bank Privat und Geschäftskunden;300;https://fints.deutsche-bank.de/
20070024;DEUTDEDBHAM;Deutsche Bank Privat und Geschäftskunden;300;https://fints.deutsche-bank.de/
20070024;DEUTDEDBHAM;Deutsche Bank Privat und Geschäftskunden;300;https://fints.deutsche-bank.de/
20070024;DEUTDEDBHAM;Deutsche Bank Privat und Geschäftskunden;300;https://fints.deutsche-bank.de/
20070024;DEUTDEDBHAM;Deutsche Bank Privat und Geschäftskunden;300;https://fints.deutsche-bank.de/
20070024;DEUTDEDBHAM;Deutsche Bank Privat und Geschäftskunden;300;https://fints.deutsche-bank.de/
20070024;DEUTDEDBHAM;Deutsche Bank Privat und Geschäftskunden;300;https://fints.deutsche-bank.de/
20070024;DEUTDEDBHAM;Deutsche Bank Privat und Geschäftskunden;300;https://fints.deutsche-bank.de/
20070024;DEUTDEDBHAM;Deutsche Bank Privat und Geschäftskunden;300;https://fints.deutsche-bank.de/
20070024;DEUTDEDBHAM;Deutsche Bank Privat und Geschäftskunden;300;https://fints.deutsche-bank.de/
20070024;DEUTDEDBHAM;Deutsche Bank Privat und Geschäftskunden;300;https://fints.deutsche-bank.de/
20070024;DEUTDEDBHAM;Deutsche Bank Privat und Geschäftskunden;300;https://fints.deutsche-bank.de/
20070024;DEUTDEDBHAM;Deutsche Bank Privat und Geschäftskunden;300;https://fints.deutsche-bank.de/
20070024;DEUTDEDBHAM;Deutsche Bank Privat und Geschäftskunden;300;https://fints.deutsche-bank.de/
20070024;DEUTDEDBHAM;Deutsche Bank Privat und Geschäftskunden;300;https://fints.deutsche-bank.de/
20090400;DGHYDEH1XXX;Deutsche Genossenschafts-Hypothekenbank AG;300;https://hbci-pintan.gad.de/cgi-bin/hbciservlet
20090500;GENODEF1S15;netbank AG;;https://fints.netbank-money.de/fints/FinTs30PinTanHttpGate
20090700;EDEKDEHHXXX;EDEKABANK AG;300;https://hbci-pintan.gad.de/cgi-bin/hbciservlet
20090745;EDEKDEHHXXX;EDEKABANK AG;300;https://hbci-pintan.gad.de/cgi-bin/hbciservlet
20090900;GENODEF1P08;PSD Bank Nord;;https://hbci11.fiducia.de/cgi-bin/hbciservlet
20090900;GENODEF1P08;PSD Bank Nord;;https://hbci11.fiducia.de/cgi-bin/hbciservlet
20120100;WBWCDEHHXXX;M.M.Warburg & CO (AG & Co.) Kommanditgesellschaft auf Aktien;300;https://www.warburg-bank.de/fints
20120600;GOGODEH1XXX;Goyer & Göppel;300;https://hbci11.fiducia.de/cgi-bin/hbciservlet
20130400;GREBDEH1XXX;GRENKE BANK;300;https://hbci11.fiducia.de/cgi-bin/hbciservlet
20133300;SCFBDE33XXX;Santander Bank;300;
